wikidataID,name,country,field,wiki_title_vi,wiki_url_vi,summary_vi,image
Q91638,Heinz-Otto Peitgen,Germany,toán học,,,,
Q91637,Guido Hoheisel,Germany,toán học,,,,
Q91635,Wilhelm Cauer,Germany,toán học,,,,
Q91640,Werner Hildenbrand,Germany,toán học,,,,
Q89055,Heinrich-Wolfgang Leopoldt,Germany,toán học,,,,
Q92907,Rudolf Kruse,Germany,toán học,,,,
Q91233,Michael Kohlhase,Germany,toán học,,,,
Q96645,Karl Bopp,Germany,toán học,,,,
Q91666,Diederich Hinrichsen,Germany,toán học,,,,
Q91663,Ernst Hellinger,Germany,toán học,,,,
Q91664,Robert Fricke,Germany,toán học,,,,
Q92914,Klaus Samelson,Germany,toán học,,,,
Q89075,Friedrich Karl Schmidt,Germany,toán học,,,,
Q91673,Gaspar Schott,Germany,toán học,,,,
Q91674,Johann Gustav Hermes,Germany,toán học,,,,
Q90572,Heinrich Schröter,Germany,toán học,Heinrich_Schr%C3%B6ter,,,
Q96821,Heinz-Dieter Ebbinghaus,Germany,toán học,,,,
Q89399,Otto Staude,Germany,toán học,,,,
Q89091,Erhard Heinz,Germany,toán học,,,,
Q89354,Helmut H. Schaefer,Germany,toán học,,,,
Q91659,Felix Otto,Germany,toán học,,,,
Q90610,Detlef Laugwitz,Germany,toán học,,,,
Q92288,Willi Jäger,Germany,toán học,Willi_J%C3%A4ger,,,
Q91377,Hans Schwerdtfeger,Germany,toán học,,,,
Q92865,Daniel J. Bernstein,Germany,toán học,,,,
Q91386,Alexander von Brill,Germany,toán học,,,,
Q91390,Ernst Christian Julius Schering,Germany,toán học,,,,
Q91385,Hans Wußing,Germany,toán học,Hans_Wu%C3%9Fing,,,
Q97824,Bertram Huppert,Germany,toán học,,,,
Q95665,Alfred Loewy,Germany,toán học,,,,
Q96517,Raphael Levi Hannover,Germany,toán học,,,,
Q91655,Karl Seebach,Germany,toán học,,,,
Q90604,Bernhard Korte,Germany,toán học,,,,
Q91363,Curt Meyer,Germany,toán học,,,,
Q90697,Georg Joos,Germany,toán học,,,,
Q91443,Rudolf Kippenhahn,Germany,toán học,,,,
Q90620,István Szabó,Germany,toán học,Istv%C3%A1n_Szab%C3%B3,,,
Q91652,Karl Menninger,Germany,toán học,,,,
Q96649,Peter Roquette,Germany,toán học,,,,
Q89071,Emil Hilb,Germany,toán học,,,,
Q96665,Siegmund Günther,Germany,toán học,Siegmund_G%C3%BCnther,,,
Q90281,Kurt Hirsch,Germany,toán học,,,,
Q120413,Christopher Deninger,Germany,toán học,,,,
Q109297,Annette Huber-Klawitter,Germany,toán học,,,,
Q106623,Uwe Storch,Germany,toán học,,,,
Q110281,Gert-Martin Greuel,Germany,toán học,,,,
Q105431,Karl-Heinrich Weise,Germany,toán học,,,,
Q102104,Felix Auerbach,Germany,toán học,,,,
Q106628,Caspar Isenkrahe,Germany,toán học,,,,
Q119669,Walter Borho,Germany,toán học,,,,
Q100679,Gerhard Preuß,Germany,toán học,Gerhard_Preu%C3%9F,,,
Q113168,Karl Heinrich Gräffe,Germany,toán học,Karl_Heinrich_Gr%C3%A4ffe,,,
Q115402,Rudolph Goclenius the Younger,Germany,toán học,,,,
Q115398,Ulrich Stuhler,Germany,toán học,,,,
Q103737,Horst Knörrer,Germany,toán học,Horst_Kn%C3%B6rrer,,,
Q102597,Albert Curtz,Germany,toán học,,,,
Q100686,Felix Müller,Germany,toán học,Felix_M%C3%BCller,,,
Q100701,Friedrich Wilhelm August Ludwig Kiepert,Germany,toán học,,,,
Q121156,Werner Schmeidler,Germany,toán học,,,,
Q107589,Adolf Krazer,Germany,toán học,,,,
Q107307,Bernhard Friedrich Thibaut,Germany,toán học,,,,
Q110059,Theodor Reye,Germany,toán học,,,,
Q105171,Georg Friedrich Baermann,Germany,toán học,,,,
Q121186,Inge Schmitz-Feuerhake,Germany,toán học,,,,
Q109854,Albrecht Dold,Germany,toán học,,,,
Q114897,Helmut Thiele,Germany,toán học,,,,
Q102169,Helmut Grunsky,Germany,toán học,,,,
Q99360,Klaus Matthes,Germany,toán học,,,,
Q109072,Hel Braun,Germany,toán học,,,,
Q100752,Christian Pommerenke,Germany,toán học,,,,
Q107336,Eberhard Knobloch,Germany,toán học,,,,
Q109387,Joseph Ehrenfried Hofmann,Germany,toán học,,,,
Q112290,Heinz Bauer,Germany,toán học,,,,
Q105778,Wolfgang Gleißberg,Germany,toán học,Wolfgang_Glei%C3%9Fberg,,,
Q105410,Claus Müller,Germany,toán học,Claus_M%C3%BCller,,,
Q110842,Wolfgang Hackbusch,Germany,toán học,,,,
Q98660,Thomas Zink,Germany,toán học,,,,
Q108340,Günter Asser,Germany,toán học,G%C3%BCnter_Asser,,,
Q105289,Detlef Gromoll,Germany,toán học,,,,
Q121391,Eckhard Meinrenken,Germany,toán học,,,,
Q104556,Eduard Ritter von Weber,Germany,toán học,,,,
Q99548,Sigmund Gundelfinger,Germany,toán học,,,,
Q121437,Georg Scheffers,Germany,toán học,,,,
Q98244,Simon Brendle,Germany,toán học,,,,
Q109730,Matthias Menius,Germany,toán học,,,,
Q105086,Siegfried Gottwald,Germany,toán học,,,,
Q110394,Lothar Göttsche,Germany,toán học,Lothar_G%C3%B6ttsche,,,
Q101461,Dieter Hattrup,Germany,toán học,,,,
Q106068,Gotthilf Christian Reccard,Germany,toán học,,,,
Q103193,Conrad Heinrich Müller,Germany,toán học,Conrad_Heinrich_M%C3%BCller,,,
Q103190,Horst von Sanden,Germany,toán học,,,,
Q103181,Max Otto Lagally,Germany,toán học,,,,
Q108616,Wilhelm Ahrens,Germany,toán học,,,,
Q110433,Dietrich Stoyan,Germany,toán học,,,,
Q105836,Martin Barner,Germany,toán học,,,,
Q103220,Ferdinand Rudio,Germany,toán học,,,,
Q103195,Reinhold von Lilienthal,Germany,toán học,,,,
Q103200,Wolfgang Walter,Germany,toán học,,,,
Q101570,Alwin Korselt,Germany,toán học,,,,
Q98180,Friedrich Schilling,Germany,toán học,,,,
Q101688,Heinrich Wieleitner,Germany,toán học,,,,
Q105383,Anton Aloys Timpe,Germany,toán học,,,,
Q108015,Christlieb von Clausberg,Germany,toán học,,,,
Q105394,Konrad Jacobs,Germany,toán học,,,,
Q102640,Georg Hartmann,Germany,toán học,,,,
Q61748,Arthur Moritz Schoenflies,Germany,toán học,,,,
Q1469415,Heinrich Schellen,Germany,toán học,,,,
Q64975,Alexander Ostrowski,Germany,toán học,,,,
Q58676,Max August Zorn,Germany,toán học,,,,
Q1222226,Dieter Jungnickel,Germany,toán học,,,,
Q1503957,Georg Christoph Silberschlag,Germany,toán học,,,,
Q1504181,Georg Faber,Germany,toán học,,,,
Q77506,Hans Freudenthal,Germany,toán học,,,,
Q1272593,Richard Baumann,Germany,toán học,,,,
Q1174719,David Herlitz,Germany,toán học,,,,
Q57283,Emil Artin,Germany,toán học,Emil Artin,https://vi.wikipedia.org/wiki/Emil_Artin,"Emil Artin (sinh ngày 3/3/1898, tại Viên – mất ngày 20/12/1962, ở Hamburg) là một nhà toán học Áo và Mỹ.


== Tiểu sử ==


== Các tác phẩm ==
[1] Emil Artin, The theory of braids, Annals of Mathematics (2) 48 (1947), 101 – 126
Emil Artin (1998). Galois Theory. Dover Publications, Inc. ISBN 0-486-62342-4. (Reprinting of second revised edition of 1944, The University of Notre Dame Press). [2]
A Freshman Honors Course in Calculus and Analytic Geometry ISBN 0923891528
Emil Artin (1957), Geometric Algebra, Interscience Publishers)
Emil Artin (1898–1962) Beiträge zu Leben, Werk und Persönlichkeit, eds., Karin Reich and Alexander Kreuzer (Dr. Erwin Rauner Verlag, Augsburg, 2007).


== Đọc thêm ==
Schoeneberg, Bruno (1970). ""Artin, Emil"". Dictionary of Scientific Biography. Quyển 1. New York: Charles Scribner's Sons. tr. 306–308. ISBN 0684101149.


== Tham khảo ==


== Liên kết ngoài ==
O'Connor, John J.; Robertson, Edmund F., ""Emil Artin"", Bộ lưu trữ lịch sử toán học MacTutor, Đại học St. Andrews
Emil Artin tại Dự án Phả hệ Toán học
[3] Lưu trữ ngày 18 tháng 8 năm 2007 tại Wayback Machine ""Fine Hall in its golden age: Remembrances of Princeton in the early fifties"", by Gian-Carlo Rota. Contains a section on Artin at Princeton.",https://upload.wikimedia.org/wikipedia/commons/e/e9/EmilArtin.jpg
Q1504633,Georg Heinrich Borz,Germany,toán học,,,,
Q1460977,Friedrich Madeweis,Germany,toán học,,,,
Q1222636,Dieter Prätzel-Wolters,Germany,toán học,Dieter_Pr%C3%A4tzel-Wolters,,,
Q1222649,Dieter Puppe,Germany,toán học,,,,
Q65194,Hans Carl Friedrich von Mangoldt,Germany,toán học,,,,
Q65189,Oskar Perron,Germany,toán học,,,,
Q65185,Wolfgang Krull,Germany,toán học,,,,
Q76799,Alfred Bucherer,Germany,toán học,,,,
Q65196,Yuri Manin,Germany,toán học,Yuri Manin,https://vi.wikipedia.org/wiki/Yuri_Manin,,
Q1286447,Edmund Hoppe,Germany,toán học,,,,
Q77029,Wilhelm Julius Foerster,Germany,toán học,,,,
Q61037,Wilhelm Ackermann,Germany,toán học,,,,
Q85514,Jürgen Neukirch,Germany,toán học,J%C3%BCrgen_Neukirch,,,
Q78136,Friedrich Schur,Germany,toán học,,,,
Q1273571,Moritz Epple,Germany,toán học,,,,
Q84773,Otto Schilling,Germany,toán học,,,,
Q65202,Ludwig Bieberbach,Germany,toán học,,,,
Q65212,Volker Strassen,Germany,toán học,,,,
Q68976,Christian Gottlieb Kratzenstein,Germany,toán học,,,,
Q87499,Otto Haupt,Germany,toán học,,,,
Q64447,Christian Mayer,Germany,toán học,,,,
Q65221,Kurt Reidemeister,Germany,toán học,,,,
Q87550,Leon Lichtenstein,Germany,toán học,,,,
Q84785,Gerhard Kowalewski,Germany,toán học,,,,
Q1531022,Roland Bulirsch,Germany,toán học,,,,
Q86070,Eberhard Hopf,Germany,toán học,,,,
Q27427,Heiner Zieschang,Germany,toán học,,,,
Q85549,Bernhardus Albinus,Germany,toán học,,,,
Q72055,Albrecht Wellmer,Germany,toán học,,,,
Q72979,Oskar Anderson,Germany,toán học,,,,
Q1228120,Dirk Werner,Germany,toán học,,,,
Q67317,Heinrich Behnke,Germany,toán học,,,,
Q12906,Helmar Frank,Germany,toán học,,,,
Q1253487,Horst Schubert,Germany,toán học,,,,
Q72078,Bernhard Neumann,Germany,toán học,,,,
Q1446774,Franz Fink,Germany,toán học,,,,
Q61046,Richard Courant,Germany,toán học,,,,
Q1539027,Johann Conrad Creiling,Germany,toán học,,,,
Q1298461,Egon Becker,Germany,toán học,,,,
Q1249515,Karl Hattendorff,Germany,toán học,,,,
Q1464822,Gerhard Thomsen,Germany,toán học,,,,
Q1504338,Georg Friedrich Richter,Germany,toán học,,,,
Q65332,Konstantinos Carathéodory,Germany,toán học,Konstantinos_Carath%C3%A9odory,,,
Q1539600,Gotthard Christoph Müller,Germany,toán học,Gotthard_Christoph_M%C3%BCller,,,
Q78448,Heinz Hopf,Germany,toán học,,,,
Q77141,Alexander Grothendieck,Germany,toán học,Alexander Grothendieck,https://vi.wikipedia.org/wiki/Alexander_Grothendieck,"Alexander Grothendieck (tiếng Đức: [ˈɡroːtn̩diːk]; tiếng Pháp: [ɡʁɔtɛndik]; 28 tháng 3 năm 1928 – 13 tháng 11 năm 2014) là một trong những nhà toán học có ảnh hưởng lớn nhất trong thế kỷ 20. Ông đóng góp chính cho sự phát triển cách mạng của lĩnh vực hình học đại số, cũng như đóng góp lớn cho lý thuyết số, lý thuyết phạm trù và đại số đồng điều, ngoài ra còn là những thành tựu ban đầu của ông trong giải tích hàm. Ông được trao huy chương Fields năm 1966. Năm 1988 ông cùng với Pierre Deligne được trao Giải Crafoord, nhưng Grothendieck đã từ chối nhận giải.
Grothendieck là một nhà toán học nổi bật với cách tiếp cận trừu tượng trong toán học và chủ nghĩa hoàn hảo của ông trong các công thức và biểu diễn. Quả thực là sự tăng lên về sự trừu tượng và hình thức hóa trong toán học thuần túy trong thế kỷ 20 là một phần trong sự ảnh hưởng của ông. Tương đối ít các nghiên cứu của ông được công bố sau năm 1960 trên các tạp chí hàn lâm, và thường lưu hành dưới dạng các bài viết trong các hội thảo; sự ảnh hưởng của ông không chỉ trong toán học mà còn mở rộng đến cá nhân của các nhà toán học, như ảnh hưởng đến các nhà toán học Pháp và trường phái Zariski ở đại học Harvard.
Tháng 11 năm 1967, trong chiến tranh Việt Nam, ông nhận lời mời từ các nhà toán học Việt Nam, đến Hà Nội làm việc và giảng dạy tại trường sơ tán. Sau đó ông đề xuất đề tài và hướng dẫn (từ Pháp) Hoàng Xuân Sính (ở Việt Nam) thực hiện luận án tiến sĩ.
Theo những lời kể của giáo sư Nguyễn Hữu Việt Hưng, Grothendieck được biết đến như là một người đa tình.
Ngoài ra ông còn chứng minh định lý tồn tại một nền toán học Việt Nam.


== Tuổi thơ và thời đi học ==
Cha của Grothendieck là Alexander Shapiro, một người Do Thái sống ở Ukraina. Ông là người vô chính phủ và tham gia nhiều cuộc nổi loạn chống Sa hoàng, đã từng bị bắt nhiều lần và kết án tử hình nhưng trốn được. Năm 1921, ông đổi tên thành Alexander Tanaroff và rời khỏi nước Nga. Ông gặp Johanna (Hanka) Grothendieck, một phụ nữ xuất thân trung lưu, và nhà toán học ra đời vào năm 1928.


== Chú thích ==",https://upload.wikimedia.org/wikipedia/commons/e/ef/Alexander_Grothendieck.jpg
Q1278986,Eberhard Freitag,Germany,toán học,,,,
Q1413697,Traugott Samuel Franke,Germany,toán học,,,,
Q1512277,Gerhard Pfister,Germany,toán học,,,,
Q1474581,Kay Wingberg,Germany,toán học,,,,
Q57564,Carl David Tolmé Runge,Germany,toán học,Carl_David_Tolm%C3%A9_Runge,,,
Q61721,Carl L. Siegel,Germany,toán học,Carl L. Siegel,https://vi.wikipedia.org/wiki/Carl_L._Siegel,"Carl Ludwig Siegel (1896-1981) là nhà toán học người Đức. Ông cùng với Israel Gelfand trở thành những chủ nhân đầu tiên của Giải Wolf về Toán học. Ông được coi là một trong những nhà toán học quan trọng nhất thế kỷ 20.


== Chú thích ==",https://upload.wikimedia.org/wikipedia/commons/9/9a/Carl_Ludwig_Siegel.jpeg
Q77523,Felix Bernstein,Germany,toán học,,,,
Q1431688,Jürgen Elstrodt,Germany,toán học,J%C3%BCrgen_Elstrodt,,,
Q73667,Lothar Heffter,Germany,toán học,,,,
Q68553,Eugen Netto,Germany,toán học,,,,
Q61743,Carl Adam Petri,Germany,toán học,,,,
Q77171,Georg Wittig,Germany,toán học,Georg Wittig,https://vi.wikipedia.org/wiki/Georg_Wittig,"Georg Wittig (1897-1987) là nhà hóa học người Đức. Ông giành Giải Nobel Hóa học năm 1979 cùng với Herbert C. Brown vì đã phát triển các hợp chất của bo và phosphor trong tổng hợp hữu cơ. Ngoài ra, ông cùng với Ulrich Schöllkopf, người mà chính ông hương dẫn làm luận án tiến sĩ, phát hiện ra phản ứng Wittig vào năm 1956.


== Tiểu sử ==
Wittig sinh ra ở Berlin, Đức. Sau một thời gian sinh sống ở Đức, ông cùng gia đình chuyển tới Kassel, tại đây cha ông trở thành giáo sư tại một trường trung học. Wittig bắt đầu học ở Kassel và nghiên cứu hóa học tại Đại học Tübingen năm 1916. Sau đó, ông trở thành một trung úy của đoàn kỵ binh Hesse-Kassel (hay Hesse-Cassel). Sau khi trở thành một tù binh của chiến tranh Anh từ năm 1918 đến năm 1919, Wittig cảm thấy rất khó để bắt đầu nghiên cứu lại về hóa học do tình trạng quá tải ở các trường đại học. Ông đã có một lời đề nghị trực tiếp đến Karl von Auwers, là giáo sư hóa học hữu cơ tại Đại học Marburg vào thời điểm đó, ông đã có thể tiếp tục nghiên cứu tại trường đại học và sau 3 năm ông được trao bằng tiến sĩ hóa học vô cơ.
Karl von Auwers đã thuyết phục Wittig bắt đầu sự nghiệp học thuật. Ông trở thành bạn thân của Karl Ziegler, người đã làm việc với Auwers trong thời gian đó. Người kế nhiệm Karl von Auwers, Hans Meerwein, đã chấp nhận Wittig làm giảng viên, một phần vì ông đã ấn tượng bởi cuốn sách 400 trang về kỹ thuật lập thể mà Wittig đã viết. Năm 1931 Wittig kết hôn với Waltraud Ernst, một đồng nghiệp của nhóm làm việc với Auwers. Lời mời của Karl Fries đưa ông làm giáo sư cho TU Braunschweig năm 1932. Thời gian ở Braunschweig trở nên ngày càng nan giải hơn khi nước Đức quốc xã cố gắng loại bỏ Karl Fries và Wittig. Sau khi nghỉ hưu Fries, năm 1937, Hermann Staudinger đã đề nghị Wittig làm việc tại Đại học Freiburg, một phần bởi vì ông biết Wittig trong cuốn sách về hóa học lập thể.
Năm 1944, ông trở thành giám đốc bộ phận hóa học hữu cơ Wilhelm Schlenk tại Đại học Tübingen. Hầu hết các nghiên cứu khoa học của ông, bao gồm cả sự phát triển của phản ứng Wittig, đã được thực hiện trong thời gian này ở Tübingen. Việc bổ nhiệm Wittig với độ tuổi sáu mươi là người đứng đầu bộ phận hoá học hữu cơ tại Đại học Heidelberg vào năm 1956 với tư cách là người kế nhiệm Karl Freudenberg đã trởt thành một sự kiện rất đặc biệt. Ông làm việc tại Đại học Heidelberg ngay cả sau khi nghỉ hưu vào năm 1967 và xuất bản các giấy tờ cho đến năm 1980. Phần lớn các giải thưởng của ông đã được trao tặng trong thời gian này tại Heidelberg, như bằng tiến sĩ danh dự của Sorbonne năm 1956 và giải Nobel Hóa học năm 1979.


== Chú thích ==",
Q1161188,Daniel Huybrechts,Germany,toán học,,,,
Q72104,Ludwig Schlesinger,Germany,toán học,,,,
Q1523095,Jochen Brüning,Germany,toán học,Jochen_Br%C3%BCning,,,
Q72978,Kurt Otto Friedrichs,Germany,toán học,,,,
Q61732,Max Dehn,Germany,toán học,Max Dehn,https://vi.wikipedia.org/wiki/Max_Dehn,"Max Wilhelm Dehn (sinh ngày 13 tháng 11 năm 1878 – mất ngày 27 tháng 6 năm 1952) là nhà toán tọc Đức nổi tiếng bởi các công trình trong hình học. tô pô và lý thuyết nhóm hình học. Sinh bởi gia đình Do Thái tại Đức, tuổi thơ và sự nghiệp ban đầu của Dehn cũng xuất phát từ Đức.  Tuy nhiên ông buộc phải nghỉ hưu sớm vào 1935 rồi di dư khỏi Đức vào 1939 chuyển đến Mỹ.
Dehn là học sinh của David Hilbert, và dưới hướng dẫn của Hilbert, trong 1900 Dehn giải được bài toán thứ ba của Hilbert, khiến ông là người đầu tiên giải được 1 trong 23 bài toán của Hilbert. Các học sinh của Dehn bao gồm các nhà toán học Ott-Heinrich Keller, Ruth Moufang, Wilhelm Magnus, và các họa sĩ Dorothea Rockburne và Ruth Asawa.


== Tiểu sử ==
Dehn được sinh bởi gia đình gốc Do thái
 tại Hamburg, Đế chế Đức.
Ông nghiên cứu nền tảng hình học cùng với Hilbert tại Göttingen trong 1899, và tìm ra được bài chứng minh định lý đường cong Jordan cho các đa giác. Trong 1900, ông viết bài luận trên vai trò của định lý tổng các góc của Legendre trong hình học tiên đề. 
Từ 1900 đến 1911 ông nghiên cứu tại đại học Münster. Trong thời gian của ông tại đó, vào 1900, ông giải được bài toán thứ ba của Hilbert, bằng cách giới thiệu khái niệm nay được gọi là bất biến Dehn. Đây là lời giải đầu tiên cho 1 trong 23 bài toán của Hilbert.
Sau đó Dehn chuyển sang nghiên cứu tô pô và lý thuyết nhóm tổ hợp. Trong 1907, ông cùng Poul Heegaard viết quyển sách đầu tiên trên nền tảng của tô pô tổ hợp, được biết đền là analysis situs. Đồng thời cũng vào năm 1907, ông mô tả cách xây mặt cầu đồng điều mới. Trong 1908, ông tin rằng ông đã tìm được bài chứng minh cho giả thuyết cho giả thuyết Poincare, nhưng Tietze đã tìm thấy lỗi trong bài chứng minh.
Trong 1910 Dehn xuất bản bài luận về các tô pô 3 chiều và giới thiệu khái niệm phẫu thuật Dehn và dùng nó để xây dựng các mặt cầu đồng điều. Ông đồng thời cũng phát biểu bổ đề Dehn, nhưng một lỗi sai trong bài chứng minh của ông được tìm thấy bởi Hellmuth Kneser trong 1929. Kết quả được chứng minh lại trong 1957 bởi Christos Papakyriakopoulos. Bài toán từ cho nhóm, cũng được gọi là bài toán Dehn, được đưa ra bởi ông trong 1911.
Dehn cưới Antonie Landau trong ngày 23 tháng 8 năm 1912. Cũng cùng năm đó 1912, Dehn phát minh ra thuật toán Dehn và dùng nó để làm việc trên bài toán từ cho nhóm và bài toán liên hợp cho nhóm. Thuật ngữ hàm Dehn trong lý thuyết nhóm hình học, dùng để ước lượng diện tích của một quan hệ trong nhóm biểu hiện hữu hạn bằng độ dài của quan hệ đó, được đặt tên theo ông. Trong 1914 ông chứng minh rằng các nút thắt ba thùy trái và phải không tương đương với nhau. Trong đầu những năm 1920 Dehn giới thiệu kết quả nay được biết tới là định lý Dehn-Nielsen; bài chứng minh của nó được xuất bản bởi Jakob Nielsen trong 1927.
Trong 1922 Dehn thay Ludwig Bieberbach giảng dạy tại Frankfurt, nơi ông yên ở cho tới khi ông phải nghỉ hưu trong 1935. Trong khoảng thời gian này ông có dạy một buổi hội thảo về lịch sửc các công trình toán học.  Buổi hội thảo đã thu hút các nhà toán học lớn như Carl Ludwig Siegel và André Weil, trong đó Weil coi buổi hội thảo của Dehn là một trong những cống hiến quan cho toán học. Là ví dụ cho ảnh hưởng của nó, từ hội thảo này mà Siegel mới phát minh ra được công thức Riemann–Siegel.
Dehn ở lại Đức cho tới tháng 1 năm 1939, sau đó ông chạy tới Copenhagen, rồi tới Trondheim, Na Uy, nơi ông làm việc trong học viện công nghệ Na Uy. Vào tháng 10 năm 1940 ông bỏ Na Uy chạy sang Mỹ theo đường của Siberia và Nhật Bản.
Tại Mỹ, Dehn làm việc tại đại học Nam Idaho (nay là đại học bang Idaho). Trong 1942 ông chuyển sang học viện công nghệ Illinois, rồi đến 1943 ông chuyển tiếp đến đại học St. John tại Annapolis, Maryland. Cuối cùng trong 1945, ông chuyển đến và dạy tại, trường mỹ thuật thử nghiệm, đại học Núi Đen, nơi ông là nhà toán học duy nhất.
Ông mất tại Núi Đen, North Carolina vào 1952.


== Xem thêm ==
Có nhiều khái niệm được đặt tên theo ông, trong đó bao gồm:

Bất biến Dehn
Thuật toán Dehn
Bổ đề Dehn
Mặt phẳng Dehn
Phẫu thuật Dehn
Ngoài ra:

Nút thắt Chiral
Bài toán liên hợp
Freiheitssatz
Bài toán đẳng cấu nhóm


== Tham khảo ==

Max Dehn, Papers on group theory and topology. Translated from the German and with introductions and an appendix by John Stillwell. With an appendix by Otto Schreier. Springer-Verlag, New York, 1987. viii+396 pp. ISBN 0-387-96416-9
Sher R. B., Max Dehn and Black Mountain College Lưu trữ ngày 23 tháng 10 năm 2019 tại Wayback Machine, The Mathematical Intelligencer, Vol. 16, No. 1, 1994.
Peifer D., Max Dehn: An Artist among Mathematicians and a Mathematician among Artist, Black Mountain College Studies Journal
Max Dehn


== Liên kết ngoài ==
Max Dehn tại Dự án Phả hệ Toán học
O'Connor, John J.; Robertson, Edmund F., ""Max Dehn"", Bộ lưu trữ lịch sử toán học MacTutor, Đại học St. Andrews
Dehn's archive – at the University of Texas at Austin
""Max Dehn, Kurt Gödel, and the Trans-Siberian Escape Route"", an article by John W. Dawson in the Notices of the AMS.",https://upload.wikimedia.org/wikipedia/commons/5/54/Max_Dehn.jpg
